Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
9033,2025-11-24,Laptop,Electronics,2.4,0.22,30,18,2,8,True,Air,1106,Mushroom Pkg (Mycelium),2.56,6.636
9034,2025-11-21,Shampoo,Beauty,0.63,0.24,21,8,7,3,True,Air,903,PLA Bioplastic,0.85,1.422
9035,2025-07-09,T-Shirt,Clothing,0.25,0.1,27,19,1,1,False,Air,2917,Kraft Paper Mailer,0.3,1.823
9036,2025-03-13,Shampoo,Beauty,0.58,0.24,21,8,7,5,True,Road,506,PLA Bioplastic,1.23,0.147
9037,2025-04-19,T-Shirt,Clothing,0.19,0.19,26,18,2,2,False,Road,642,Kraft Paper Mailer,0.48,0.061
9038,2025-05-10,Perfume Bottle,Beauty,0.49,0.04,9,4,5,10,True,Air,2882,Mushroom Pkg (Mycelium),2.2,3.53
9039,2025-11-02,Winter Jacket,Clothing,1.08,3.87,45,43,10,3,True,Air,878,Kraft Paper Mailer,2.15,8.495
9040,2025-05-27,Winter Jacket,Clothing,1.7,4.47,52,43,10,4,True,Road,772,Kraft Paper Mailer,2.59,1.725
9041,2025-02-11,55-Inch TV,Electronics,19.59,8.57,126,68,5,10,True,Road,2676,Styrofoam (EPS),9.84,26.211
9042,2025-09-28,T-Shirt,Clothing,0.22,0.16,22,18,2,2,False,Air,890,Kraft Paper Mailer,0.49,0.489
9043,2025-08-01,55-Inch TV,Electronics,20.34,6.12,116,66,4,10,True,Road,1596,Mushroom Pkg (Mycelium),10.14,16.231
9044,2025-05-24,Ceramic Vase,Home Decor,1.83,1.3,15,16,27,9,False,Air,2410,Mushroom Pkg (Mycelium),2.53,11.026
9045,2025-05-29,Sofa (Sectional),Furniture,61.93,243.65,188,90,72,7,False,Road,2765,Wood Crate,98.86,336.846
9046,2025-04-30,55-Inch TV,Electronics,21.89,6.75,124,68,4,9,True,Road,176,Mushroom Pkg (Mycelium),10.56,1.926
9047,2025-11-25,Smartphone,Electronics,0.28,0.0,13,7,0,9,True,Air,2219,Mushroom Pkg (Mycelium),1.91,1.553
9048,2025-08-13,Glass Table,Furniture,14.37,4.68,96,61,4,10,False,Road,619,Mushroom Pkg (Mycelium),7.75,4.448
9049,2025-12-03,Glass Table,Furniture,17.53,5.7,95,60,5,9,False,Road,2443,Mushroom Pkg (Mycelium),8.81,21.413
9050,2025-06-06,Smartphone,Electronics,0.39,0.02,15,6,1,8,True,Road,209,Mushroom Pkg (Mycelium),1.76,0.041
9051,2025-06-21,Office Chair,Furniture,13.06,34.27,60,56,51,4,False,Road,776,Wood Crate,14.51,13.297
9052,2025-10-03,Winter Jacket,Clothing,1.68,3.82,53,36,10,4,True,Road,442,Kraft Paper Mailer,2.33,0.844
9053,2025-08-22,Glass Table,Furniture,15.1,4.44,101,55,4,10,False,Road,1638,Styrofoam (EPS),8.04,12.367
9054,2025-03-25,Ceramic Vase,Home Decor,2.06,1.43,16,14,32,9,False,Road,697,Mushroom Pkg (Mycelium),2.62,0.718
9055,2025-04-20,Glass Table,Furniture,14.45,6.37,98,65,5,9,False,Road,286,Mushroom Pkg (Mycelium),7.58,2.066
9056,2025-10-02,Laptop,Electronics,2.11,0.12,29,21,1,9,True,Air,2921,Mushroom Pkg (Mycelium),2.64,15.408
9057,2025-05-01,T-Shirt,Clothing,0.24,0.17,24,18,2,2,False,Air,1428,Kraft Paper Mailer,0.5,0.857
9058,2025-10-26,Shampoo,Beauty,0.52,0.19,19,7,7,4,True,Air,1535,PLA Bioplastic,1.01,1.996
9059,2025-06-16,Sneakers,Clothing,0.96,1.2,30,20,10,3,False,Road,786,Kraft Paper Mailer,1.08,0.472
9060,2025-09-30,55-Inch TV,Electronics,15.9,7.56,108,70,5,10,True,Road,2014,Mushroom Pkg (Mycelium),8.36,16.011
9061,2025-06-19,Sofa (Sectional),Furniture,66.48,235.71,194,81,75,7,False,Road,2661,Wood Crate,95.68,313.612
9062,2025-06-03,55-Inch TV,Electronics,23.01,6.25,110,71,4,9,True,Road,2492,Mushroom Pkg (Mycelium),11.0,28.67
9063,2025-02-24,Office Chair,Furniture,10.63,35.56,61,55,53,6,False,Road,1729,Wood Crate,15.42,30.742
9064,2025-09-11,Office Chair,Furniture,10.27,42.16,64,61,54,4,False,Road,1803,Wood Crate,17.66,38.007
9065,2025-11-15,Sneakers,Clothing,1.15,1.17,27,18,12,5,False,Air,1077,Styrofoam (EPS),1.47,3.15
9066,2025-12-24,Glass Table,Furniture,12.18,6.1,109,56,5,10,False,Road,1385,Mushroom Pkg (Mycelium),6.87,8.435
9067,2025-08-07,Glass Table,Furniture,17.59,4.53,96,59,4,10,False,Road,577,Mushroom Pkg (Mycelium),9.04,5.075
9068,2025-11-12,T-Shirt,Clothing,0.2,0.09,24,19,1,2,False,Road,339,Kraft Paper Mailer,0.48,0.034
9069,2025-05-06,Smart Watch,Electronics,0.11,0.0,4,4,1,6,True,Air,1539,Honeycomb Paper,1.24,0.423
9070,2025-02-26,Smart Watch,Electronics,0.17,0.0,4,5,1,4,True,Air,889,Corrugated Cardboard,0.87,0.378
9071,2025-02-14,Sofa (Sectional),Furniture,51.51,269.57,180,96,78,5,False,Road,785,Wood Crate,108.83,105.806
9072,2025-12-07,Smart Watch,Electronics,0.2,0.0,4,5,1,6,True,Air,2428,Honeycomb Paper,1.28,1.214
9073,2025-08-15,Ceramic Vase,Home Decor,1.04,1.06,13,14,29,10,False,Air,1273,Mushroom Pkg (Mycelium),2.42,3.373
9074,2025-04-02,T-Shirt,Clothing,0.22,0.18,25,18,2,2,False,Air,1428,Kraft Paper Mailer,0.49,0.785
9075,2025-08-17,Perfume Bottle,Beauty,0.32,0.03,10,4,4,9,True,Air,2852,Mushroom Pkg (Mycelium),1.93,2.282
9076,2025-09-21,Perfume Bottle,Beauty,0.23,0.03,9,4,4,10,True,Air,1104,Mushroom Pkg (Mycelium),2.09,0.635
9077,2025-02-11,Sofa (Sectional),Furniture,49.82,267.72,192,84,83,5,False,Road,2641,Wood Crate,108.09,353.524
9078,2025-07-14,Perfume Bottle,Beauty,0.4,0.04,9,5,5,9,True,Air,2785,Bubble Wrap (LDPE),1.96,2.785
9079,2025-11-28,Office Chair,Furniture,11.26,36.48,61,65,46,6,False,Road,656,Wood Crate,15.79,11.965
9080,2025-11-05,Laptop,Electronics,1.6,0.24,30,20,2,7,True,Road,235,Honeycomb Paper,2.04,0.188
9081,2025-11-26,Smartphone,Electronics,0.37,0.02,15,6,1,6,True,Air,1242,Honeycomb Paper,1.35,1.149
9082,2025-05-31,Ceramic Vase,Home Decor,1.82,1.4,15,15,31,9,False,Air,2495,Mushroom Pkg (Mycelium),2.53,11.352
9083,2025-01-16,Office Chair,Furniture,12.86,41.5,61,63,54,5,False,Road,1316,Wood Crate,17.6,27.307
9084,2025-03-31,55-Inch TV,Electronics,18.78,6.57,114,72,4,10,True,Road,565,Mushroom Pkg (Mycelium),9.51,5.305
9085,2025-04-24,Perfume Bottle,Beauty,0.28,0.04,9,4,5,9,True,Air,2786,Mushroom Pkg (Mycelium),1.91,1.95
9086,2025-01-25,55-Inch TV,Electronics,17.78,6.6,113,73,4,10,True,Road,311,Mushroom Pkg (Mycelium),9.11,2.765
9087,2025-01-02,Office Chair,Furniture,11.68,33.33,62,56,48,6,False,Road,2325,Wood Crate,14.53,38.746
9088,2025-07-01,Glass Table,Furniture,15.71,4.27,97,55,4,10,False,Road,386,Mushroom Pkg (Mycelium),8.28,3.032
9089,2026-01-01,Sneakers,Clothing,1.07,1.17,28,19,11,5,False,Air,1049,Kraft Paper Mailer,1.47,3.068
9090,2025-01-31,Glass Table,Furniture,15.81,4.57,102,56,4,9,False,Road,2883,Mushroom Pkg (Mycelium),8.12,22.79
9091,2025-09-12,Shampoo,Beauty,0.79,0.23,18,8,8,3,True,Air,1183,PLA Bioplastic,0.92,2.336
9092,2025-09-17,Sofa (Sectional),Furniture,43.63,268.14,218,82,75,6,False,Road,1705,Wood Crate,108.46,228.589
9093,2025-02-25,Laptop,Electronics,2.49,0.26,32,20,2,8,True,Road,272,Mushroom Pkg (Mycelium),2.6,0.339
9094,2025-08-12,55-Inch TV,Electronics,20.79,6.14,118,65,4,9,True,Road,1206,Mushroom Pkg (Mycelium),10.12,12.536
9095,2025-12-08,Smart Watch,Electronics,0.17,0.0,5,4,1,5,True,Road,531,Honeycomb Paper,1.07,0.045
9096,2025-05-19,Smartphone,Electronics,0.32,0.0,14,6,0,9,True,Road,479,Mushroom Pkg (Mycelium),1.93,0.077
9097,2025-04-12,Office Chair,Furniture,14.41,35.03,65,55,49,6,False,Road,2564,Wood Crate,15.21,44.908
9098,2025-02-06,Smart Watch,Electronics,0.18,0.0,4,5,0,5,True,Air,2263,Honeycomb Paper,1.07,1.018
9099,2025-10-19,T-Shirt,Clothing,0.28,0.1,23,21,1,1,False,Air,2109,Kraft Paper Mailer,0.31,1.476
9100,2025-05-09,Office Chair,Furniture,10.16,38.35,59,65,50,6,False,Road,1423,Wood Crate,16.54,27.286
9101,2025-09-09,Smart Watch,Electronics,0.11,0.0,4,5,0,6,True,Air,1275,Honeycomb Paper,1.24,0.351
9102,2025-04-30,55-Inch TV,Electronics,21.68,7.88,108,73,5,9,True,Road,326,Mushroom Pkg (Mycelium),10.47,3.534
9103,2025-04-29,Winter Jacket,Clothing,1.49,4.18,54,43,9,4,True,Air,2035,Kraft Paper Mailer,2.47,21.266
9104,2025-05-18,Sofa (Sectional),Furniture,45.69,281.59,202,85,82,5,False,Road,1041,Wood Crate,113.64,146.568
9105,2025-11-04,Office Chair,Furniture,14.93,29.37,57,56,46,6,False,Road,2413,Wood Crate,12.95,35.435
9106,2025-10-25,Ceramic Vase,Home Decor,1.84,1.43,16,16,28,9,False,Air,1579,Mushroom Pkg (Mycelium),2.54,7.263
9107,2025-12-04,Sofa (Sectional),Furniture,64.06,266.87,196,92,74,6,False,Road,1711,Wood Crate,107.95,228.307
9108,2025-04-27,Shampoo,Beauty,0.75,0.24,21,8,7,4,True,Air,835,PLA Bioplastic,1.1,1.566
9109,2025-07-11,Glass Table,Furniture,19.74,5.22,102,64,4,10,False,Road,1827,Mushroom Pkg (Mycelium),9.9,18.032
9110,2025-09-20,Smartphone,Electronics,0.33,0.0,16,6,0,7,True,Air,1475,Honeycomb Paper,1.53,1.217
9111,2025-06-29,55-Inch TV,Electronics,20.31,7.84,112,70,5,10,True,Road,2585,Mushroom Pkg (Mycelium),10.12,26.251
9112,2025-08-24,Perfume Bottle,Beauty,0.3,0.04,9,5,4,10,True,Air,1336,Mushroom Pkg (Mycelium),2.12,1.002
9113,2025-11-21,Sofa (Sectional),Furniture,50.47,303.89,218,82,85,7,False,Road,604,Wood Crate,122.96,91.775
9114,2025-09-22,Perfume Bottle,Beauty,0.34,0.04,9,5,5,10,True,Road,465,Mushroom Pkg (Mycelium),2.14,0.079
9115,2025-04-13,Ceramic Vase,Home Decor,1.95,1.44,15,16,30,10,False,Air,1126,Mushroom Pkg (Mycelium),2.78,5.489
9116,2026-01-01,55-Inch TV,Electronics,21.54,6.9,125,69,4,9,True,Road,1715,Mushroom Pkg (Mycelium),10.42,18.471
9117,2025-06-27,Office Chair,Furniture,11.77,39.31,65,56,54,4,False,Road,2378,Wood Crate,16.52,46.74
9118,2025-02-05,Winter Jacket,Clothing,1.12,4.24,53,40,10,4,True,Air,1205,Kraft Paper Mailer,2.5,12.773
9119,2025-11-08,Sneakers,Clothing,1.03,1.36,27,21,12,4,False,Air,2592,Kraft Paper Mailer,1.34,8.813
9120,2025-07-08,Smart Watch,Electronics,0.14,0.0,5,5,0,6,True,Air,2224,Cornstarch Foam,1.26,0.778
9121,2025-09-05,Shampoo,Beauty,0.89,0.23,18,8,8,5,True,Air,1424,PLA Bioplastic,1.36,3.168
9122,2025-03-18,Winter Jacket,Clothing,1.04,4.64,54,43,10,3,True,Air,2793,Kraft Paper Mailer,2.46,32.399
9123,2025-05-21,Ceramic Vase,Home Decor,1.59,1.12,13,16,27,9,False,Road,184,Mushroom Pkg (Mycelium),2.44,0.146
9124,2025-07-17,Smartphone,Electronics,0.36,0.0,15,6,0,8,True,Road,518,Mushroom Pkg (Mycelium),1.74,0.093
9125,2025-02-23,Smart Watch,Electronics,0.18,0.0,4,4,1,5,True,Road,445,Honeycomb Paper,1.07,0.04
9126,2025-07-16,Winter Jacket,Clothing,1.24,3.86,46,42,10,2,True,Road,722,Kraft Paper Mailer,1.94,1.393
9127,2025-01-11,T-Shirt,Clothing,0.25,0.19,24,20,2,1,False,Road,274,Kraft Paper Mailer,0.3,0.034
9128,2025-09-18,Ceramic Vase,Home Decor,1.43,1.18,14,15,28,9,False,Air,2143,Mushroom Pkg (Mycelium),2.37,7.661
9129,2025-04-01,Shampoo,Beauty,0.6,0.21,19,8,7,4,True,Air,2691,PLA Bioplastic,1.04,4.037
9130,2025-09-16,T-Shirt,Clothing,0.19,0.1,26,19,1,1,False,Road,123,Kraft Paper Mailer,0.28,0.012
9131,2025-05-08,Office Chair,Furniture,13.91,33.38,61,57,48,6,False,Road,1348,Wood Crate,14.55,22.498
9132,2025-12-07,Glass Table,Furniture,16.94,6.05,96,63,5,9,False,Road,957,Mushroom Pkg (Mycelium),8.58,8.106
9133,2025-05-25,Smartphone,Electronics,0.37,0.0,14,6,0,7,True,Road,375,Styrofoam (EPS),1.55,0.069
9134,2025-02-18,Sneakers,Clothing,0.98,1.36,27,21,12,4,False,Air,1654,Kraft Paper Mailer,1.34,5.624
9135,2025-04-16,Laptop,Electronics,1.66,0.12,30,20,1,8,True,Road,781,Mushroom Pkg (Mycelium),2.26,0.648
9136,2025-12-26,Sofa (Sectional),Furniture,77.07,316.74,208,94,81,7,False,Road,2943,Wood Crate,128.1,466.083
9137,2025-05-18,Glass Table,Furniture,13.42,5.94,99,60,5,9,False,Road,1512,Mushroom Pkg (Mycelium),7.17,10.146
9138,2025-06-25,Laptop,Electronics,1.51,0.12,31,20,1,7,True,Air,1325,Honeycomb Paper,2.0,5.002
9139,2025-11-07,Ceramic Vase,Home Decor,2.88,1.22,15,15,27,10,False,Air,2008,Mushroom Pkg (Mycelium),3.15,14.458
9140,2025-01-21,Ceramic Vase,Home Decor,1.94,1.16,13,14,32,9,False,Air,1997,Mushroom Pkg (Mycelium),2.58,9.685
9141,2025-12-27,Office Chair,Furniture,10.21,40.13,65,63,49,6,False,Road,2246,Wood Crate,17.25,45.066
9142,2025-09-21,55-Inch TV,Electronics,23.42,6.5,125,65,4,9,True,Road,2421,Mushroom Pkg (Mycelium),11.17,28.35
9143,2025-05-25,Sneakers,Clothing,1.01,1.21,29,19,11,5,False,Air,2698,Kraft Paper Mailer,1.48,8.161
9144,2025-10-10,Perfume Bottle,Beauty,0.33,0.04,10,5,4,9,True,Air,1170,Mushroom Pkg (Mycelium),1.93,0.965
9145,2025-12-13,Smartphone,Electronics,0.3,0.0,14,6,0,9,True,Air,1493,Mushroom Pkg (Mycelium),1.92,1.12
9146,2025-03-06,Winter Jacket,Clothing,1.12,3.79,54,39,9,4,True,Air,2618,Kraft Paper Mailer,2.32,24.806
9147,2025-05-12,Smartphone,Electronics,0.31,0.0,15,6,0,7,True,Air,2184,Honeycomb Paper,1.52,1.693
9148,2025-12-25,Winter Jacket,Clothing,1.44,3.84,52,41,9,3,True,Air,1069,Kraft Paper Mailer,2.14,10.262
9149,2025-05-25,Winter Jacket,Clothing,1.45,3.89,54,36,10,2,True,Air,2599,Kraft Paper Mailer,1.96,25.275
9150,2025-04-18,Sneakers,Clothing,1.08,1.36,27,21,12,4,False,Road,302,Kraft Paper Mailer,1.34,0.205
9151,2025-06-13,Office Chair,Furniture,14.47,34.47,57,63,48,5,False,Road,2365,Wood Crate,14.79,40.761
9152,2025-11-01,T-Shirt,Clothing,0.22,0.18,22,21,2,1,False,Road,783,Kraft Paper Mailer,0.29,0.086
9153,2026-01-02,Smart Watch,Electronics,0.16,0.0,4,5,1,4,True,Road,88,Corrugated Cardboard,0.86,0.007
9154,2025-10-24,55-Inch TV,Electronics,19.78,6.6,131,63,4,9,True,Road,600,Mushroom Pkg (Mycelium),9.71,5.934
9155,2025-08-19,Glass Table,Furniture,19.08,5.24,97,54,5,9,False,Road,1162,Mushroom Pkg (Mycelium),9.43,11.085
9156,2025-04-03,T-Shirt,Clothing,0.29,0.1,25,20,1,1,False,Air,1785,Kraft Paper Mailer,0.32,1.294
9157,2025-07-12,Smart Watch,Electronics,0.19,0.0,5,4,0,5,True,Air,1640,Honeycomb Paper,1.08,0.779
9158,2025-02-24,Smartphone,Electronics,0.33,0.02,15,7,1,8,True,Road,94,Mushroom Pkg (Mycelium),1.73,0.016
9159,2025-03-11,Office Chair,Furniture,14.53,27.32,55,54,46,6,False,Road,225,Wood Crate,12.13,3.074
9160,2025-08-13,Ceramic Vase,Home Decor,2.05,1.17,13,15,30,10,False,Air,2251,Mushroom Pkg (Mycelium),2.82,11.536
9161,2025-06-29,Ceramic Vase,Home Decor,1.76,1.21,16,14,27,10,False,Air,864,Cornstarch Foam,2.7,3.802
9162,2025-06-02,Ceramic Vase,Home Decor,1.46,1.54,16,15,32,9,False,Air,2972,Mushroom Pkg (Mycelium),2.42,11.442
9163,2025-01-03,Shampoo,Beauty,0.68,0.22,20,8,7,5,True,Road,533,PLA Bioplastic,1.27,0.181
9164,2025-01-22,Sofa (Sectional),Furniture,57.9,262.84,182,83,87,5,False,Road,1230,Bubble Wrap (LDPE),106.14,161.647
9165,2025-02-21,Perfume Bottle,Beauty,0.36,0.04,10,4,5,8,True,Road,416,Mushroom Pkg (Mycelium),1.74,0.075
9166,2025-08-10,Laptop,Electronics,1.96,0.24,30,20,2,8,True,Air,1659,Mushroom Pkg (Mycelium),2.38,8.129
9167,2025-06-01,T-Shirt,Clothing,0.29,0.09,25,18,1,1,False,Air,2544,Kraft Paper Mailer,0.32,1.844
9168,2025-11-21,Sofa (Sectional),Furniture,76.11,304.73,211,87,83,7,False,Road,1681,Wood Crate,123.29,256.126
9169,2025-12-23,Smartphone,Electronics,0.33,0.0,14,7,0,6,True,Road,172,Honeycomb Paper,1.33,0.028
9170,2025-12-22,Ceramic Vase,Home Decor,2.92,1.25,13,16,30,9,False,Air,2099,Mushroom Pkg (Mycelium),2.97,15.323
9171,2025-08-02,Perfume Bottle,Beauty,0.23,0.04,10,5,4,9,True,Air,1318,Mushroom Pkg (Mycelium),1.89,0.758
9172,2025-01-05,Office Chair,Furniture,11.06,30.69,62,55,45,6,False,Road,106,Wood Crate,13.48,1.627
9173,2025-09-04,55-Inch TV,Electronics,19.43,7.91,118,67,5,9,True,Road,2866,Mushroom Pkg (Mycelium),9.57,27.843
9174,2025-09-30,Winter Jacket,Clothing,1.41,3.56,46,43,9,3,True,Air,1943,Kraft Paper Mailer,2.02,17.293
9175,2025-07-16,Laptop,Electronics,2.34,0.13,32,20,1,9,True,Air,2807,Mushroom Pkg (Mycelium),2.74,16.421
9176,2025-11-06,Shampoo,Beauty,0.61,0.21,19,8,7,5,True,Air,1494,PLA Bioplastic,1.24,2.278
9177,2025-09-13,55-Inch TV,Electronics,17.64,8.45,128,66,5,10,True,Road,649,Mushroom Pkg (Mycelium),9.06,5.724
9178,2025-10-16,Ceramic Vase,Home Decor,1.18,1.38,16,16,27,9,False,Road,590,Mushroom Pkg (Mycelium),2.35,0.407
9179,2025-06-25,Winter Jacket,Clothing,1.84,3.37,52,36,9,2,True,Air,1271,Kraft Paper Mailer,1.75,10.708
9180,2025-05-01,Office Chair,Furniture,13.37,31.29,61,57,45,4,False,Road,2812,Wood Crate,13.32,43.994
9181,2025-03-13,Shampoo,Beauty,0.72,0.23,18,8,8,5,True,Air,2379,PLA Bioplastic,1.29,4.282
9182,2025-08-18,Perfume Bottle,Beauty,0.23,0.03,9,4,4,10,True,Road,564,Mushroom Pkg (Mycelium),2.09,0.065
9183,2025-12-24,Laptop,Electronics,1.82,0.24,28,21,2,9,True,Air,1688,Mushroom Pkg (Mycelium),2.53,7.68
9184,2025-06-08,Glass Table,Furniture,15.71,5.28,91,58,5,10,False,Road,1008,Mushroom Pkg (Mycelium),8.28,7.918
9185,2025-12-23,Perfume Bottle,Beauty,0.29,0.04,9,5,4,10,True,Air,1525,Mushroom Pkg (Mycelium),2.12,1.106
9186,2025-03-30,Sneakers,Clothing,1.03,1.15,29,18,11,3,False,Road,274,Kraft Paper Mailer,1.06,0.158
9187,2025-08-08,Office Chair,Furniture,13.98,34.2,60,57,50,6,False,Road,1955,Wood Crate,14.88,33.431
9188,2025-11-26,Perfume Bottle,Beauty,0.36,0.04,10,4,5,8,True,Air,1164,Mushroom Pkg (Mycelium),1.74,1.048
9189,2025-02-26,Smart Watch,Electronics,0.15,0.0,4,4,0,4,True,Road,748,Corrugated Cardboard,0.86,0.056
9190,2025-07-08,Laptop,Electronics,2.33,0.22,29,19,2,8,True,Air,2655,Mushroom Pkg (Mycelium),2.53,15.465
9191,2025-01-24,Winter Jacket,Clothing,1.41,3.35,49,38,9,3,True,Road,292,Kraft Paper Mailer,1.94,0.489
9192,2025-08-29,Laptop,Electronics,1.52,0.22,27,20,2,9,True,Air,1362,Mushroom Pkg (Mycelium),2.41,5.176
9193,2025-05-07,55-Inch TV,Electronics,22.77,7.76,131,74,4,9,True,Road,336,Mushroom Pkg (Mycelium),10.91,3.825
9194,2025-10-27,Glass Table,Furniture,15.56,4.76,96,62,4,9,False,Road,2949,Mushroom Pkg (Mycelium),8.02,22.943
9195,2025-02-23,Ceramic Vase,Home Decor,2.66,1.22,14,15,29,10,False,Air,1474,Mushroom Pkg (Mycelium),3.06,9.802
9196,2025-05-22,Ceramic Vase,Home Decor,1.6,1.17,15,13,30,10,False,Air,1600,Mushroom Pkg (Mycelium),2.64,6.4
9197,2025-10-21,Perfume Bottle,Beauty,0.38,0.04,9,5,4,8,True,Air,2293,Mushroom Pkg (Mycelium),1.75,2.178
9198,2025-01-02,Smart Watch,Electronics,0.17,0.0,4,4,1,4,True,Air,1318,Corrugated Cardboard,0.87,0.56
9199,2025-12-19,Laptop,Electronics,2.18,0.24,28,21,2,7,True,Road,318,Honeycomb Paper,2.27,0.347
9200,2025-11-25,Smartphone,Electronics,0.39,0.0,14,7,0,9,True,Air,2149,Mushroom Pkg (Mycelium),1.96,2.095
9201,2025-09-22,Smart Watch,Electronics,0.14,0.0,5,5,0,6,True,Road,563,Honeycomb Paper,1.26,0.039
9202,2025-06-03,55-Inch TV,Electronics,18.7,7.49,130,72,4,10,True,Road,220,Mushroom Pkg (Mycelium),9.48,2.057
9203,2025-03-05,Ceramic Vase,Home Decor,2.18,1.3,14,15,31,9,False,Air,1699,Mushroom Pkg (Mycelium),2.67,9.26
9204,2025-10-30,Office Chair,Furniture,13.37,32.57,58,54,52,6,False,Road,690,Wood Crate,14.23,11.237
9205,2025-05-11,Winter Jacket,Clothing,1.17,3.89,54,36,10,3,True,Air,2219,Kraft Paper Mailer,2.16,21.58
9206,2025-08-26,Sneakers,Clothing,1.08,1.21,29,19,11,5,False,Air,1109,Kraft Paper Mailer,1.48,3.355
9207,2025-01-21,Sofa (Sectional),Furniture,52.39,291.6,200,90,81,5,False,Road,1955,Wood Crate,117.64,285.039
9208,2025-01-04,Sofa (Sectional),Furniture,71.17,296.76,205,94,77,6,False,Road,2267,Wood Crate,119.9,336.377
9209,2025-06-07,Smart Watch,Electronics,0.18,0.01,5,5,1,4,True,Air,2856,Corrugated Cardboard,0.87,1.285
9210,2025-08-02,Winter Jacket,Clothing,1.34,4.1,53,43,9,4,True,Air,2917,Kraft Paper Mailer,2.44,29.899
9211,2025-03-13,Smart Watch,Electronics,0.19,0.0,4,5,1,6,True,Air,1768,Honeycomb Paper,1.28,0.84
9212,2025-08-26,Laptop,Electronics,1.81,0.21,27,19,2,7,True,Air,2537,Honeycomb Paper,2.12,11.48
9213,2025-11-18,Perfume Bottle,Beauty,0.34,0.05,10,5,5,10,True,Air,1583,Mushroom Pkg (Mycelium),2.14,1.346
9214,2025-06-09,Ceramic Vase,Home Decor,1.3,1.34,16,14,30,10,False,Air,2647,Mushroom Pkg (Mycelium),2.54,8.867
9215,2025-12-12,Glass Table,Furniture,15.18,6.72,105,64,5,10,False,Road,1963,Mushroom Pkg (Mycelium),8.07,14.899
9216,2025-02-16,Sneakers,Clothing,1.08,1.5,32,18,13,5,False,Road,525,Kraft Paper Mailer,1.6,0.394
9217,2025-07-22,Smart Watch,Electronics,0.15,0.0,4,5,1,6,True,Air,2562,Honeycomb Paper,1.26,0.961
9218,2025-01-20,Shampoo,Beauty,0.64,0.2,20,7,7,3,True,Air,2500,PLA Bioplastic,0.86,4.0
9219,2025-03-02,Smart Watch,Electronics,0.1,0.01,5,5,1,5,True,Air,1974,Honeycomb Paper,1.04,0.494
9220,2025-08-19,55-Inch TV,Electronics,22.8,7.17,128,70,4,9,True,Road,775,Mushroom Pkg (Mycelium),10.92,8.835
9221,2025-04-04,55-Inch TV,Electronics,18.03,6.66,130,64,4,10,True,Road,1252,Mushroom Pkg (Mycelium),9.21,11.287
9222,2025-08-15,Laptop,Electronics,2.49,0.13,32,21,1,7,True,Air,2794,Honeycomb Paper,2.4,17.393
9223,2025-05-17,Sneakers,Clothing,0.9,1.38,32,18,12,3,False,Air,1004,Kraft Paper Mailer,1.15,3.464
9224,2025-01-19,Shampoo,Beauty,0.82,0.2,20,7,7,3,True,Road,419,PLA Bioplastic,0.93,0.172
9225,2025-05-31,55-Inch TV,Electronics,23.0,8.23,121,68,5,9,True,Road,1270,Mushroom Pkg (Mycelium),11.0,14.605
9226,2025-03-31,T-Shirt,Clothing,0.2,0.2,24,21,2,1,False,Air,1465,Kraft Paper Mailer,0.28,0.732
9227,2025-05-17,Smart Watch,Electronics,0.17,0.0,5,4,1,5,True,Air,2728,Honeycomb Paper,1.07,1.159
9228,2025-03-24,Glass Table,Furniture,17.05,6.78,106,64,5,9,False,Road,702,Mushroom Pkg (Mycelium),8.62,5.985
9229,2025-11-22,55-Inch TV,Electronics,24.49,7.37,110,67,5,9,True,Road,752,Mushroom Pkg (Mycelium),11.6,9.208
9230,2025-08-30,Smart Watch,Electronics,0.15,0.01,5,5,1,6,True,Air,1574,Honeycomb Paper,1.26,0.59
9231,2025-11-19,Glass Table,Furniture,15.92,5.72,104,55,5,10,False,Road,2847,Honeycomb Paper,8.37,22.662
9232,2025-05-22,Sneakers,Clothing,0.88,0.97,27,18,10,4,False,Air,1495,Kraft Paper Mailer,1.19,3.625
9233,2025-05-17,Smartphone,Electronics,0.31,0.0,16,6,0,7,True,Road,390,Honeycomb Paper,1.52,0.06
9234,2025-11-08,Smart Watch,Electronics,0.12,0.0,4,5,1,4,True,Road,665,Corrugated Cardboard,0.85,0.04
9235,2025-05-24,55-Inch TV,Electronics,18.25,6.99,111,63,5,9,True,Road,2161,Mushroom Pkg (Mycelium),9.1,19.719
9236,2025-03-22,Glass Table,Furniture,13.05,4.46,93,60,4,9,False,Road,1859,Mushroom Pkg (Mycelium),7.02,12.13
9237,2025-09-24,Laptop,Electronics,1.86,0.11,30,19,1,8,True,Road,272,Mushroom Pkg (Mycelium),2.34,0.253
9238,2025-11-02,Smartphone,Electronics,0.26,0.02,15,7,1,8,True,Air,1723,Mushroom Pkg (Mycelium),1.7,1.12
9239,2025-07-22,Perfume Bottle,Beauty,0.28,0.04,9,5,5,8,True,Air,1006,Mushroom Pkg (Mycelium),1.71,0.704
9240,2025-09-01,Sneakers,Clothing,1.07,1.51,30,21,12,4,False,Air,1390,Kraft Paper Mailer,1.4,5.247
